id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_duration
id_6365,2016-01-05 10:05:00,-73.95409871678561,40.76496397153842,-73.94301834808209,40.75179995892885,3,276
id_6366,2016-01-05 10:06:00,-73.94674215700418,40.77641329885602,-73.89406258657831,40.74264076714405,3,1159
id_6367,2016-01-05 10:07:00,-73.96943329433364,40.779622369771026,-73.96921170656172,40.745312094257415,1,763
id_6368,2016-01-05 10:08:00,-73.93466017923821,40.732450379042405,-73.98159410188013,40.821280756291635,1,2001
id_6369,2016-01-05 10:09:00,-73.91979449375714,40.74636489675099,-73.96194289168041,40.792021991452614,2,1164
id_6370,2016-01-05 10:10:00,-73.9018834679374,40.784137435993046,-73.93520751625957,40.741670387058925,2,907
id_6371,2016-01-05 10:11:00,-73.98483923350277,40.73026506644916,-73.90315097697176,40.76889945020451,2,1402
id_6372,2016-01-05 10:12:00,-73.89266680903006,40.80041936420302,-73.95451943220792,40.760635237995515,2,1407
id_6373,2016-01-05 10:13:00,-73.91961822579796,40.820546498923186,-73.95551921397399,40.81769925319584,2,621
id_6374,2016-01-05 10:14:00,-73.96157013155884,40.80545691230791,-73.95569342117518,40.76545508541803,3,922
id_6375,2016-01-05 10:15:00,-73.9695525244986,40.7614151203608,-73.90590805983526,40.738558399821365,3,1221
id_6376,2016-01-05 10:16:00,-73.96039120813454,40.77498409701716,-73.94306915975471,40.73109755966701,3,1043
id_6377,2016-01-05 10:17:00,-73.90242742483335,40.79507167960704,-73.95686224390721,40.78712346052254,3,832
id_6378,2016-01-05 10:18:00,-73.9608609826804,40.79804369386306,-73.97230500024118,40.74510212137381,1,1010
id_6379,2016-01-05 10:19:00,-73.94371788654428,40.82774968997843,-73.97743986953238,40.829270231697976,3,606
id_6380,2016-01-05 10:20:00,-73.91942619457578,40.77929808492499,-73.89258632342587,40.82067395082858,2,1020
id_6381,2016-01-05 10:21:00,-73.90280101362761,40.7549534833137,-73.94135759201033,40.781976539614234,1,642
id_6382,2016-01-05 10:22:00,-73.92414288376538,40.766219184232696,-73.98277961414891,40.79994292544128,3,963
id_6383,2016-01-05 10:23:00,-73.91468908034655,40.82224429572381,-73.89936387979176,40.74987279354256,3,1576
id_6384,2016-01-05 10:24:00,-73.9726673203704,40.79327095764814,-73.89459184087501,40.732026200417174,1,1885
id_6385,2016-01-05 10:25:00,-73.90225921723088,40.816425140516785,-73.96628232788419,40.73263722138098,2,1636
id_6386,2016-01-05 10:26:00,-73.96242808163818,40.802408559056474,-73.95839299208468,40.786683333605,3,329
id_6387,2016-01-05 10:27:00,-73.97716218359434,40.82654303458316,-73.89395115449722,40.74697710206033,1,2086
id_6388,2016-01-05 10:28:00,-73.89237557096592,40.78012300569042,-73.98842387212457,40.801476781102615,1,1462
id_6389,2016-01-05 10:29:00,-73.96983600745457,40.82499052593851,-73.9575686627722,40.80020532017281,1,540
id_6390,2016-01-05 10:30:00,-73.9763348029922,40.81858902174383,-73.94698979102238,40.82622885232359,1,386
id_6391,2016-01-05 10:31:00,-73.92739790998982,40.81430944663355,-73.91296118790775,40.807182780142796,2,252
id_6392,2016-01-05 10:32:00,-73.95811368505039,40.823909324288394,-73.95322481033304,40.786361430845695,3,656
id_6393,2016-01-05 10:33:00,-73.97666507948195,40.78255376417725,-73.95615893000162,40.76457089344702,2,497
id_6394,2016-01-05 10:34:00,-73.9298878882784,40.804282911902206,-73.91706002111107,40.82576927965238,2,482
id_6395,2016-01-05 10:35:00,-73.91410147727777,40.785533576971204,-73.90506939375129,40.74865982626184,2,602
id_6396,2016-01-05 10:36:00,-73.91068016257928,40.80762609581767,-73.9806733999362,40.74997182614743,3,1858
id_6397,2016-01-05 10:37:00,-73.97444873989876,40.80637524957118,-73.9757528685206,40.79305300399004,2,257
id_6398,2016-01-05 10:38:00,-73.934313293206,40.80584041919597,-73.92402294842071,40.82868422205258,2,429
id_6399,2016-01-05 10:39:00,-73.90863216293185,40.77284491368744,-73.9585658870981,40.73829676529962,3,1024
id_6400,2016-01-05 10:40:00,-73.97389129885758,40.809628787432615,-73.92315642163389,40.82898922719756,1,899
id_6401,2016-01-05 10:41:00,-73.96923177482293,40.817648933725,-73.97260620319487,40.76924684950734,1,1145
id_6402,2016-01-05 10:42:00,-73.98975886025683,40.79362550243619,-73.90959770817238,40.793900284109654,2,1433
id_6403,2016-01-05 10:43:00,-73.93753658436047,40.77546529348146,-73.95785817733935,40.79843760371843,3,603
id_6404,2016-01-05 10:44:00,-73.9705318303138,40.815324825561746,-73.95648458153948,40.78570373506994,2,694
id_6405,2016-01-05 10:45:00,-73.9175757424273,40.80784503195719,-73.9721130031327,40.82180526182088,3,821
id_6406,2016-01-05 10:46:00,-73.89377861443823,40.77696000944443,-73.96886360439147,40.76231191629034,1,1093
id_6407,2016-01-05 10:47:00,-73.96912445110009,40.78798690534821,-73.93016042245945,40.803537208272154,2,630
id_6408,2016-01-05 10:48:00,-73.92509029882365,40.79858252530659,-73.93183944220372,40.78433983050052,1,288
id_6409,2016-01-05 10:49:00,-73.96881655385414,40.79883215827991,-73.90755983040728,40.80668639029603,2,978
id_6410,2016-01-05 10:50:00,-73.98819931410202,40.76110371371502,-73.92697200039542,40.81650836735524,1,1458
id_6411,2016-01-05 10:51:00,-73.91414458057854,40.75926916687997,-73.94721536153997,40.769110171505,2,507
id_6412,2016-01-05 10:52:00,-73.9465995323349,40.81873468960895,-73.90965733858509,40.73105550250409,1,2041
id_6413,2016-01-05 10:53:00,-73.89532131384853,40.823701114001395,-73.98834083503392,40.80875851514919,1,1719
id_6414,2016-01-05 10:54:00,-73.93657141178565,40.770206512686826,-73.91982068254929,40.74333316219824,1,605
id_6415,2016-01-05 10:55:00,-73.97425171310243,40.821337689404025,-73.93568122081616,40.758088395477024,3,1313
id_6416,2016-01-05 10:56:00,-73.94502255582027,40.77706922585304,-73.96791068456493,40.78749120144416,1,446
id_6417,2016-01-05 10:57:00,-73.9697108205194,40.74672023798377,-73.92625081092457,40.74879631788555,2,578
id_6418,2016-01-05 10:58:00,-73.90219707273134,40.80328804467868,-73.89133427919863,40.81552166461604,2,306
id_6419,2016-01-05 10:59:00,-73.92090968191124,40.73458850890186,-73.95534915976391,40.75826165573578,3,644
id_6420,2016-01-05 11:00:00,-73.95587611953452,40.74139163703111,-73.92614952519587,40.76297411659663,1,547
id_6421,2016-01-05 11:01:00,-73.93721796771928,40.82410055790982,-73.9460626669976,40.80231613265542,3,462
id_6422,2016-01-05 11:02:00,-73.92305198117869,40.7817621738194,-73.95075620999788,40.741587639340324,3,769
id_6423,2016-01-05 11:03:00,-73.91171422833546,40.75663763698284,-73.95928384001633,40.795994118465586,3,1086
id_6424,2016-01-05 11:04:00,-73.98198527901295,40.778040947972364,-73.96710496643901,40.73273716379926,2,1071
id_6425,2016-01-05 11:05:00,-73.98774811580047,40.7878177632949,-73.96644144696418,40.798929084112,1,429
id_6426,2016-01-05 11:06:00,-73.97855473028301,40.79389154913934,-73.91257492323992,40.76970963795953,1,1172
id_6427,2016-01-05 11:07:00,-73.95050036898274,40.76482223202129,-73.95762130660854,40.806387440392776,3,696
id_6428,2016-01-05 11:08:00,-73.94332933899179,40.76874029600708,-73.93704241678265,40.73514518324549,3,567
id_6429,2016-01-05 11:09:00,-73.9763538369786,40.78497632354882,-73.96864870549697,40.82096269218091,2,824
id_6430,2016-01-05 11:10:00,-73.94888468621004,40.79266645490969,-73.96875323026754,40.764758292549914,2,708
id_6431,2016-01-05 11:11:00,-73.94583772136382,40.82213564583144,-73.93129209235691,40.76891252629042,3,934
id_6432,2016-01-05 11:12:00,-73.97909100363225,40.769227614255385,-73.93172366686477,40.7471853785016,3,836
id_6433,2016-01-05 11:13:00,-73.89833400398042,40.81746872217679,-73.93947365550193,40.742893489071854,2,1919
id_6434,2016-01-05 11:14:00,-73.93008540724122,40.829321814095444,-73.92068140155973,40.735444421788756,1,2114
id_6435,2016-01-05 11:15:00,-73.95114644695437,40.76390034910828,-73.92629743090075,40.740748677551395,2,584
id_6436,2016-01-05 11:16:00,-73.93930928165277,40.73272844634318,-73.96998991242295,40.78544189095381,3,1118
id_6437,2016-01-05 11:17:00,-73.95858025135311,40.790437122209866,-73.98445044915943,40.8028692082107,1,461
id_6438,2016-01-05 11:18:00,-73.90456689683553,40.82036476661204,-73.9630326803987,40.74020903985283,1,1491
id_6439,2016-01-05 11:19:00,-73.93249849584315,40.73533889752216,-73.94687530468322,40.74290380355612,3,281
id_6440,2016-01-05 11:20:00,-73.94051041856063,40.74971498434062,-73.96917017008973,40.73907702979398,1,471
id_6441,2016-01-05 11:21:00,-73.89891145969044,40.797615042991765,-73.94175985411913,40.77890953251768,3,633
id_6442,2016-01-05 11:22:00,-73.90620203017659,40.81096528911987,-73.98632905669781,40.75215239392133,2,1363
id_6443,2016-01-05 11:23:00,-73.9087198108574,40.73866402240902,-73.94228755036701,40.74460863605499,1,547
id_6444,2016-01-05 11:24:00,-73.9674390795768,40.76637378603138,-73.95484873073434,40.77206731133368,3,230
id_6445,2016-01-05 11:25:00,-73.97468768885317,40.75387385338955,-73.89408940145003,40.789230828138116,1,1565
id_6446,2016-01-05 11:26:00,-73.92099034802872,40.826487644296925,-73.9023300128271,40.74778433983325,1,1360
id_6447,2016-01-05 11:27:00,-73.94313577436586,40.79824688284888,-73.8948881859206,40.80772911243148,3,623
id_6448,2016-01-05 11:28:00,-73.9216287287043,40.777563850077684,-73.92411702185558,40.78960630172267,2,277
id_6449,2016-01-05 11:29:00,-73.91393727678889,40.81623522894182,-73.89280463838907,40.806007361084525,2,321
id_6450,2016-01-05 11:30:00,-73.96046864926552,40.78376623238963,-73.97104811979987,40.762961509306386,1,378
id_6451,2016-01-05 11:31:00,-73.96153495668771,40.82113341131974,-73.93676081165506,40.76928430255237,1,1299
id_6452,2016-01-05 11:32:00,-73.94091684337418,40.7538808383753,-73.91568199114762,40.82806397268218,3,1303
id_6453,2016-01-05 11:33:00,-73.96264506864735,40.73273383979695,-73.94176538681728,40.790484593257744,3,1180
id_6454,2016-01-05 11:34:00,-73.92327047239837,40.77287384789657,-73.96862533521181,40.745163450354184,1,1020
id_6455,2016-01-05 11:35:00,-73.91532695541193,40.75042772432397,-73.92461792899293,40.80142756884452,1,932
id_6456,2016-01-05 11:36:00,-73.94279610539468,40.81357310701469,-73.89287904143836,40.804374352382574,1,762
id_6457,2016-01-05 11:37:00,-73.91762002344014,40.783292359799674,-73.93767995440221,40.8264728675642,3,1092
id_6458,2016-01-05 11:38:00,-73.93895624309292,40.75886636266919,-73.96518889217893,40.784741646669985,2,599
id_6459,2016-01-05 11:39:00,-73.91871282780329,40.80735738942357,-73.98594823292277,40.78895068544933,1,1199
id_6460,2016-01-05 11:40:00,-73.96750317522043,40.78268853830332,-73.97958631654024,40.76052144800858,2,506
id_6461,2016-01-05 11:41:00,-73.91611569540669,40.780279469538314,-73.91227760297372,40.78565972316968,2,133
id_6462,2016-01-05 11:42:00,-73.91848759765429,40.74807897814773,-73.94147414315911,40.73388439233994,1,427
id_6463,2016-01-05 11:43:00,-73.96333942929508,40.82952152345438,-73.96913405440527,40.81234200320301,2,386
id_6464,2016-01-05 11:44:00,-73.93440290089598,40.79590180710935,-73.90399221249591,40.79947639421015,1,481
id_6465,2016-01-05 11:45:00,-73.90446883321256,40.8154823500246,-73.94639239416333,40.79826590186205,3,830
id_6466,2016-01-05 11:46:00,-73.96504773530275,40.80597323411984,-73.9104250615629,40.798077979917615,2,770
id_6467,2016-01-05 11:47:00,-73.91640202159853,40.780293386294545,-73.90887074112183,40.75173945821859,2,486
id_6468,2016-01-05 11:48:00,-73.8946033282853,40.73097315868975,-73.91820830058364,40.73441589720401,2,339
id_6469,2016-01-05 11:49:00,-73.90337580802424,40.79666702018088,-73.89274257501332,40.78278449656081,1,353
id_6470,2016-01-05 11:50:00,-73.94984799173197,40.74007443130016,-73.90030994292582,40.78401491315461,1,1164
id_6471,2016-01-05 11:51:00,-73.92927922670118,40.8261465035048,-73.97745616819336,40.81531608560663,2,772
id_6472,2016-01-05 11:52:00,-73.89082298657472,40.75492649636265,-73.95562479173823,40.797839690350585,2,1123
id_6473,2016-01-05 11:53:00,-73.93315625886243,40.76673329605212,-73.89457523798144,40.762849900465845,3,509
id_6474,2016-01-05 11:54:00,-73.97849723975696,40.785155943939984,-73.92444307982157,40.78181616169961,3,708
id_6475,2016-01-05 11:55:00,-73.98545692452213,40.78026144663473,-73.9456267124159,40.78318973556633,1,594
id_6476,2016-01-05 11:56:00,-73.9109685490256,40.79551479420135,-73.9037879242874,40.80003256352391,3,143
id_6477,2016-01-05 11:57:00,-73.94763716745982,40.8083447619159,-73.9261109582929,40.8053486260824,2,390
id_6478,2016-01-05 11:58:00,-73.96531871093707,40.80576439639948,-73.95294270342819,40.79169700031839,3,313
id_6479,2016-01-05 11:59:00,-73.9552327969339,40.82080856006901,-73.96287524969458,40.81543086639269,1,133
id_6480,2016-01-05 12:00:00,-73.91426271334535,40.77699164765232,-73.90488969114304,40.76192304194638,3,328
id_6481,2016-01-05 12:01:00,-73.94347526643661,40.78341726442327,-73.90532340939345,40.8119722479206,2,824
id_6482,2016-01-05 12:02:00,-73.90315005074741,40.81740772048328,-73.89816939783219,40.73353184303242,2,1746
id_6483,2016-01-05 12:03:00,-73.91650744112222,40.7582331121761,-73.91154563290722,40.813536936106566,1,1277
id_6484,2016-01-05 12:04:00,-73.89259858495545,40.7545920184156,-73.97152310005859,40.76094255165793,3,1172
id_6485,2016-01-05 12:05:00,-73.901149623321,40.7309123507232,-73.95115218048974,40.79945872925389,3,1285
id_6486,2016-01-05 12:06:00,-73.96454527882139,40.8038480523176,-73.9571919953924,40.801135624788174,1,143
id_6487,2016-01-05 12:07:00,-73.92409407671974,40.79875856593668,-73.96421241606824,40.767602433569266,3,837
id_6488,2016-01-05 12:08:00,-73.98794569654719,40.75767203194474,-73.91052741400972,40.75292678911426,1,953
id_6489,2016-01-05 12:09:00,-73.89088932755703,40.74299154714817,-73.97753594777522,40.80538679083361,1,1659
id_6490,2016-01-05 12:10:00,-73.96389938911973,40.734253092448434,-73.9420792447603,40.76072790683984,1,614
id_6491,2016-01-05 12:11:00,-73.92352049063764,40.778786288788666,-73.90343609591015,40.762340333482804,2,527
id_6492,2016-01-05 12:12:00,-73.90508463788004,40.74934822885266,-73.91110291648815,40.79448735506822,3,743
id_6493,2016-01-05 12:13:00,-73.9739535337272,40.80933971224053,-73.96326255823494,40.79911738033403,2,300
id_6494,2016-01-05 12:14:00,-73.90521206571894,40.82500337290517,-73.98644528120847,40.730518017021836,2,1889
id_6495,2016-01-05 12:15:00,-73.98877543342091,40.807685943232606,-73.94861229677558,40.780191230587214,1,872
id_6496,2016-01-05 12:16:00,-73.94580228619145,40.815159539340854,-73.9306494233534,40.812328950381506,3,203
id_6497,2016-01-05 12:17:00,-73.94279623774688,40.829079230881284,-73.90452502474021,40.77032729418412,3,1229
id_6498,2016-01-05 12:18:00,-73.95259092867413,40.80408104480013,-73.9371730638191,40.76510661652348,3,932
id_6499,2016-01-05 12:19:00,-73.93136152536995,40.78673236672646,-73.96341869712623,40.79202983380439,1,516
id_6500,2016-01-05 12:20:00,-73.89851576512973,40.81100112296496,-73.92092435747576,40.74920214446851,1,1458
id_6501,2016-01-05 12:21:00,-73.95730108856996,40.786385166602585,-73.94983419017558,40.82254666112427,2,660
id_6502,2016-01-05 12:22:00,-73.93207401128335,40.773251508734496,-73.90747630718694,40.753329095841494,1,542
id_6503,2016-01-05 12:23:00,-73.90225374742566,40.73325049803303,-73.98762746548142,40.79947732763013,3,1636
id_6504,2016-01-05 12:24:00,-73.91270046048986,40.79429803930029,-73.94809889947122,40.797653249977394,2,617
id_6505,2016-01-05 12:25:00,-73.98592667351944,40.81975180329715,-73.94778416711412,40.80129827255313,2,701
id_6506,2016-01-05 12:26:00,-73.89572092358723,40.79931514820762,-73.93124565784893,40.81393376956124,1,620
id_6507,2016-01-05 12:27:00,-73.98533530957414,40.77041462757003,-73.95413887943343,40.782273399282936,2,484
id_6508,2016-01-05 12:28:00,-73.93112415256256,40.79168993910204,-73.94978253016087,40.82031973545463,2,538
id_6509,2016-01-05 12:29:00,-73.93246463796848,40.81129561734126,-73.91651073203442,40.791114648133544,2,476
id_6510,2016-01-05 12:30:00,-73.91136097692976,40.806424013469055,-73.97287173960677,40.82631950192513,3,873
id_6511,2016-01-05 12:31:00,-73.9751556948151,40.77911784459918,-73.96616300967605,40.739134848716034,3,673
id_6512,2016-01-05 12:32:00,-73.97206296079372,40.76616769449682,-73.97976128397028,40.81434788817909,3,1055
id_6513,2016-01-05 12:33:00,-73.91478930672616,40.769686377482856,-73.96423293020709,40.792759445878026,2,955
id_6514,2016-01-05 12:34:00,-73.97504952475883,40.82079091457735,-73.939460915723,40.818776711960446,1,441
id_6515,2016-01-05 12:35:00,-73.94305548729344,40.74698536773806,-73.97108416161785,40.76507043178578,2,630
id_6516,2016-01-05 12:36:00,-73.9168351909789,40.816297959221956,-73.98264226113282,40.79531121374302,1,1262
id_6517,2016-01-05 12:37:00,-73.92487580712172,40.749528371547484,-73.8903633397884,40.78132974830611,2,947
id_6518,2016-01-05 12:38:00,-73.96893958138868,40.828088974983444,-73.94447938857506,40.806064193281394,3,510
id_6519,2016-01-05 12:39:00,-73.95960397413138,40.77483429355353,-73.9068451603546,40.795844208865134,3,999
id_6520,2016-01-05 12:40:00,-73.89310250967588,40.8033430455774,-73.91612258711731,40.81929256948049,1,507
id_6521,2016-01-05 12:41:00,-73.94513293798451,40.80293744365081,-73.9734557954665,40.77296539284525,1,788
id_6522,2016-01-05 12:42:00,-73.98555425235635,40.80725310530482,-73.93877217833776,40.788216918800565,1,673
id_6523,2016-01-05 12:43:00,-73.96804151005337,40.80893958582842,-73.93321411990524,40.8150209873324,3,526
id_6524,2016-01-05 12:44:00,-73.95575649103381,40.73390747321871,-73.97421635776486,40.78572788400686,1,863
id_6525,2016-01-05 12:45:00,-73.89005105957054,40.75733343633247,-73.97881028451647,40.772723947467426,2,1647
id_6526,2016-01-05 12:46:00,-73.95973084525231,40.75297094876093,-73.96367722301638,40.776738944141606,2,430
id_6527,2016-01-05 12:47:00,-73.98736041512174,40.799859322811656,-73.96387363748403,40.80724805218803,1,456
id_6528,2016-01-05 12:48:00,-73.93870784224445,40.79833174550263,-73.96224145345914,40.823977176646466,2,693
id_6529,2016-01-05 12:49:00,-73.9816394615026,40.75970334841736,-73.96475437113277,40.75039237381104,3,280
id_6530,2016-01-05 12:50:00,-73.96259324013042,40.809354193340845,-73.93531851026985,40.754988286220694,2,1131
id_6531,2016-01-05 12:51:00,-73.8907616823906,40.76116205748551,-73.96056046858145,40.749297639725555,2,1128
id_6532,2016-01-05 12:52:00,-73.91953614810699,40.764293522049265,-73.91283551077863,40.74885823683268,3,266
id_6533,2016-01-05 12:53:00,-73.98493333707171,40.769885085974884,-73.9847618782275,40.736215026336225,2,689
id_6534,2016-01-05 12:54:00,-73.94513132814082,40.8044589709353,-73.92784924758003,40.809764395222885,1,265
id_6535,2016-01-05 12:55:00,-73.97283624873711,40.7311777931432,-73.91275549039878,40.76393898447565,2,935
id_6536,2016-01-05 12:56:00,-73.97770553435979,40.820646525125404,-73.94628307508167,40.77246530487026,2,1160
id_6537,2016-01-05 12:57:00,-73.93129345866511,40.799205493618715,-73.9580675327101,40.81655154779292,3,548
id_6538,2016-01-05 12:58:00,-73.93943441103598,40.788659837979516,-73.95969122393558,40.82158817651957,3,818
id_6539,2016-01-05 12:59:00,-73.91571334156845,40.753733164310276,-73.95722069088761,40.784531659285555,2,1023
id_6540,2016-01-05 13:00:00,-73.90076937717681,40.808551331799926,-73.97826367828785,40.73973958380495,3,1591
id_6541,2016-01-05 13:01:00,-73.96533181425683,40.81727881468358,-73.9318924342629,40.775630436104066,3,1037
id_6542,2016-01-05 13:02:00,-73.89770080133445,40.780154672009026,-73.92765249543446,40.82134549702452,2,874
id_6543,2016-01-05 13:03:00,-73.93820082274459,40.75924608242531,-73.95103181068569,40.82017527095255,2,1266
id_6544,2016-01-05 13:04:00,-73.96411650818148,40.76805533660191,-73.89441417733235,40.76250968131654,2,916
id_6545,2016-01-05 13:05:00,-73.90542141618974,40.7716251012606,-73.89885654222627,40.82709967354037,3,1004
id_6546,2016-01-05 13:06:00,-73.98644700819709,40.76059153809128,-73.96021249479327,40.76243361003228,1,449
id_6547,2016-01-05 13:07:00,-73.9340490622527,40.80121885168864,-73.91676486609164,40.81142371631014,3,293
id_6548,2016-01-05 13:08:00,-73.917837846497,40.76421743079197,-73.97836841539294,40.823624425796396,3,1436
id_6549,2016-01-05 13:09:00,-73.96200223128439,40.81212172091079,-73.91421861868508,40.74299488426036,3,1785
id_6550,2016-01-05 13:10:00,-73.90365080824367,40.77636910399252,-73.91642610505052,40.75922086260396,1,357
id_6551,2016-01-05 13:11:00,-73.9659715436642,40.792896018031634,-73.9543371367994,40.786093136835454,2,225
id_6552,2016-01-05 13:12:00,-73.90601257172682,40.82479523182076,-73.9513049381599,40.76688009303108,2,1174
id_6553,2016-01-05 13:13:00,-73.98214550361675,40.77460536713216,-73.93139384906019,40.82792345400288,2,1159
id_6554,2016-01-05 13:14:00,-73.97400724081315,40.74703462073909,-73.96197787842168,40.770318008668234,2,448
id_6555,2016-01-05 13:15:00,-73.9519015416098,40.78499223198966,-73.93272639003148,40.81379872389357,3,589
id_6556,2016-01-05 13:16:00,-73.90459444872018,40.77966755263044,-73.90123746198618,40.74978493807946,1,506
id_6557,2016-01-05 13:17:00,-73.97554146348732,40.80825833006892,-73.94551624413893,40.82831300883078,2,627
id_6558,2016-01-05 13:18:00,-73.90245617602056,40.816019946329554,-73.96957921766878,40.80300671221935,1,1025
id_6559,2016-01-05 13:19:00,-73.96702684733872,40.80126197696971,-73.93419556405078,40.7313948581626,2,1200
id_6560,2016-01-05 13:20:00,-73.94474916014055,40.82714547070609,-73.92471535069082,40.74723687372927,3,1326
id_6561,2016-01-05 13:21:00,-73.95472655957396,40.756919467891024,-73.93740155895333,40.74022428022589,3,468
id_6562,2016-01-05 13:22:00,-73.97818737733854,40.75391955600915,-73.98763710188423,40.789154666520666,1,815
id_6563,2016-01-05 13:23:00,-73.89556902604808,40.759128681044544,-73.92307191949162,40.813383742168696,2,1389
id_6564,2016-01-05 13:24:00,-73.94618217092477,40.79709072893216,-73.98631055588199,40.80852093079819,3,534
id_6565,2016-01-05 13:25:00,-73.92096687386437,40.75325410153239,-73.94825762041188,40.787821370390986,3,804
id_6566,2016-01-05 13:26:00,-73.93247323233359,40.738841742411786,-73.94856022804848,40.791713125672516,2,908
id_6567,2016-01-05 13:27:00,-73.93982840831477,40.827772218359165,-73.90535938864708,40.824318882869264,3,539
id_6568,2016-01-05 13:28:00,-73.92834223764432,40.761461076300016,-73.9037327636433,40.77524198046278,1,490
id_6569,2016-01-05 13:29:00,-73.90016576937975,40.75223946759759,-73.9124958242135,40.80504723487377,3,1089
id_6570,2016-01-05 13:30:00,-73.92006876243059,40.765874900223544,-73.90802711305864,40.73971529098579,1,494
id_6571,2016-01-05 13:31:00,-73.93675199205447,40.745842514305735,-73.96811976055068,40.73845097821039,3,488
id_6572,2016-01-05 13:32:00,-73.9254814039334,40.7335767814079,-73.91837159138623,40.747178262194936,2,288
id_6573,2016-01-05 13:33:00,-73.92936057194909,40.760538356757586,-73.91507159353712,40.825790910510875,3,1548
id_6574,2016-01-05 13:34:00,-73.94668787925136,40.76378629357671,-73.91219260041971,40.805965806237,1,893
id_6575,2016-01-05 13:35:00,-73.92752359898695,40.81110162379389,-73.91052168447752,40.821156245693885,2,327
id_6576,2016-01-05 13:36:00,-73.94564301998358,40.773563676582285,-73.97367572411183,40.76399169312058,2,536
id_6577,2016-01-05 13:37:00,-73.9142385622128,40.80367522762069,-73.96430749586345,40.74674656135691,2,1305
id_6578,2016-01-05 13:38:00,-73.89310875164777,40.80357126093787,-73.91163134914387,40.735992343669416,3,1335
id_6579,2016-01-05 13:39:00,-73.89401346425028,40.80889920784616,-73.97526513672246,40.773790377222525,3,1269
id_6580,2016-01-05 13:40:00,-73.9079264213575,40.82185088844074,-73.97760391091971,40.8271864841957,2,1117
id_6581,2016-01-05 13:41:00,-73.92982411029405,40.77986313344032,-73.89229865974777,40.73420072554785,2,1031
id_6582,2016-01-05 13:42:00,-73.91506680119292,40.740395329813516,-73.89322095897477,40.82271548543701,1,1876
id_6583,2016-01-05 13:43:00,-73.97219517047424,40.73386629427825,-73.95632662053144,40.75760102689149,1,558
id_6584,2016-01-05 13:44:00,-73.9420981542686,40.74869095374798,-73.98914068908253,40.73573605857098,2,785
id_6585,2016-01-05 13:45:00,-73.96426952350086,40.81292116468464,-73.9501753475665,40.747283892018146,1,1439
id_6586,2016-01-05 13:46:00,-73.98965050188906,40.787434949903144,-73.9874126341819,40.739898236981055,2,780
id_6587,2016-01-05 13:47:00,-73.8933262425328,40.74401182443155,-73.97565721991693,40.79799586186273,1,1478
id_6588,2016-01-05 13:48:00,-73.9036151438148,40.743263623794455,-73.96758861625086,40.82557375173234,2,1810
id_6589,2016-01-05 13:49:00,-73.938630138153,40.81915029379351,-73.90607800575616,40.828851562176716,3,594
id_6590,2016-01-05 13:50:00,-73.9645847711881,40.78200303597213,-73.95246994727205,40.737087856875924,2,759
id_6591,2016-01-05 13:51:00,-73.92070247898008,40.74718976574791,-73.98917790160556,40.7847156990373,1,1192
id_6592,2016-01-05 13:52:00,-73.94651989154501,40.81967476148685,-73.92631230967112,40.773475610823596,2,1052
id_6593,2016-01-05 13:53:00,-73.90966504665772,40.80207271743072,-73.98293702630464,40.757951470327136,3,1485
id_6594,2016-01-05 13:54:00,-73.8900481889819,40.777776871032096,-73.90058953932953,40.78384296685449,3,224
id_6595,2016-01-05 13:55:00,-73.955091739251,40.776506543671616,-73.96546463097823,40.75454160892834,1,450
id_6596,2016-01-05 13:56:00,-73.96555969565219,40.79726517924339,-73.96622587116329,40.75399223226844,3,778
id_6597,2016-01-05 13:57:00,-73.96326175112051,40.7638309195435,-73.95029560870786,40.82552048704178,3,1233
id_6598,2016-01-05 13:58:00,-73.98066537543193,40.82999101636938,-73.979255391593,40.80486113788893,2,472
id_6599,2016-01-05 13:59:00,-73.95059538034998,40.808455457473805,-73.98768619355783,40.8065666943056,3,531
id_6600,2016-01-05 14:00:00,-73.9882574947283,40.79409598550572,-73.89856324837476,40.7811042130792,2,1403
id_6601,2016-01-05 14:01:00,-73.97856044425987,40.79874524404918,-73.90363916745333,40.7725021775596,3,1177
id_6602,2016-01-05 14:02:00,-73.96283042527273,40.82960838740691,-73.89836794174958,40.76829106870958,1,1339
id_6603,2016-01-05 14:03:00,-73.97401372240904,40.731078164447744,-73.92233605649254,40.74366444350715,1,671
id_6604,2016-01-05 14:04:00,-73.91678409004992,40.73228246690129,-73.98869802814036,40.827291467446635,2,2220
id_6605,2016-01-05 14:05:00,-73.9794395209132,40.8085027870087,-73.8926811442505,40.79755073052307,2,1221
id_6606,2016-01-05 14:06:00,-73.90340058949754,40.750939196026195,-73.91912370672166,40.78077359278468,2,712
id_6607,2016-01-05 14:07:00,-73.9678885496289,40.798516656529166,-73.94847677950527,40.792994534087526,3,328
id_6608,2016-01-05 14:08:00,-73.97914093830283,40.78033404411687,-73.916752040735,40.82971932984778,3,1534
id_6609,2016-01-05 14:09:00,-73.98898933555687,40.76186701255651,-73.9332924471035,40.75502299151603,3,792
id_6610,2016-01-05 14:10:00,-73.91847949956778,40.753134001505906,-73.92283198453424,40.81787437993345,1,1350
id_6611,2016-01-05 14:11:00,-73.96433832540615,40.807674589372176,-73.90758955595628,40.740040201465206,2,1901
